,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,log_saleprice,saleprice
407,266,907262050,60,RL,44.0,9548,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,4,TA,1,GLQ,483,Unf,0,458,941,GasA,5,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,4,7,8,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,3,192,39,0,0,0,0,,,,0,1,2010,WD ,17.7577117783804,221617.0
408,2402,528172020,60,RL,74.0,10927,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,4,TA,3,GLQ,546,Unf,0,512,1058,GasA,5,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,5,8,8,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,3,179,60,0,0,0,0,,,,0,6,2006,WD ,17.989927111200032,260320.0
409,1250,535305030,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,TA,2,ALQ,852,Unf,0,100,952,GasA,3,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,3,4,8,0,,Detchd,1988.0,Unf,2,840,TA,TA,3,0,0,0,0,0,0,,,,0,6,2008,COD,17.018438476721304,132758.0
410,1984,902202070,30,RM,50.0,5925,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,2,TA,1,Rec,168,Unf,0,739,907,GasA,3,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,3,7,8,0,,Detchd,1995.0,Unf,2,672,TA,TA,3,0,72,0,0,0,0,,MnPrv,,0,3,2007,WD ,16.704836029737674,106821.0
411,1279,535456070,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,3,TA,2,GLQ,370,Unf,0,398,768,GasA,4,Y,SBrkr,1024,564,0,1588,0,0,1,1,3,1,3,6,8,0,,Detchd,1955.0,Unf,2,480,TA,TA,3,0,0,0,0,0,0,,,,0,3,2008,WD ,17.18507469000363,149013.0
412,377,527353060,60,RL,,12388,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,TA,TA,CBlock,4,TA,1,ALQ,602,Unf,0,441,1043,GasA,3,Y,SBrkr,1539,1134,0,2673,0,0,2,1,4,1,4,9,8,1,TA,BuiltIn,1980.0,RFn,2,441,TA,TA,3,178,84,0,0,0,0,,,,0,8,2009,WD ,18.0055593980435,263156.0
413,1252,535327230,20,RL,71.0,8838,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,0,,0,,0,,0,0,0,GasA,4,Y,SBrkr,1764,0,0,1764,0,0,2,1,4,1,3,7,3,1,TA,Attchd,1957.0,Fin,1,301,TA,TA,3,0,72,0,0,0,0,,,,0,10,2008,WD ,16.56366054080316,96863.0
414,2156,907285040,60,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438.0,Gd,TA,PConc,4,TA,1,GLQ,1079,Unf,0,141,1220,GasA,5,Y,SBrkr,1220,870,0,2090,1,0,2,1,3,1,4,8,8,1,TA,Attchd,1995.0,RFn,2,556,TA,TA,3,0,65,0,0,0,0,,,,0,12,2007,WD ,18.00252174086861,262603.0
415,499,528344100,60,RL,98.0,12203,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,4,TA,1,GLQ,854,Unf,0,371,1225,GasA,5,Y,SBrkr,1276,1336,0,2612,1,0,2,1,4,1,4,8,8,1,TA,Attchd,1998.0,Fin,3,676,TA,TA,3,250,0,0,0,0,0,,,,0,7,2009,WD ,18.18970729947864,298984.0
416,1374,904100160,50,RL,115.0,21286,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,TA,1,Unf,0,Unf,0,720,720,GasA,3,Y,SBrkr,720,551,0,1271,0,0,2,0,4,1,3,7,8,1,Gd,Attchd,1948.0,Unf,1,312,TA,TA,3,0,0,108,0,0,0,,,,0,8,2008,WD ,16.901508356149627,122422.0
417,2898,916403130,60,RL,,11170,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,4,TA,1,LwQ,1216,Unf,0,0,1216,GasA,5,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,3,8,8,0,,Attchd,1990.0,Fin,2,693,TA,TA,3,0,0,0,0,0,0,,GdPrv,,0,4,2006,WD ,17.89654249590066,244004.0
418,401,527425060,20,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,TA,1,ALQ,524,LwQ,180,160,864,GasA,4,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,8,0,,Detchd,1989.0,Unf,2,576,TA,TA,3,216,0,0,0,0,0,,,,0,3,2009,WD ,16.74550871150021,109875.0
419,2721,905200290,20,RL,88.0,13125,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,3,TA,1,Rec,168,BLQ,682,284,1134,GasA,5,Y,SBrkr,1803,0,0,1803,1,0,2,0,3,1,3,8,4,1,TA,Attchd,1957.0,RFn,2,484,TA,TA,3,0,0,0,0,0,0,,GdPrv,,0,1,2006,WD ,17.104149432984286,140884.0
420,2078,905401020,20,RL,102.0,12671,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1954,1994,Hip,CompShg,MetalSd,MetalSd,Stone,300.0,TA,Gd,CBlock,4,Fa,1,LwQ,353,Unf,0,935,1288,GasA,5,Y,SBrkr,2422,0,0,2422,0,0,3,0,4,1,4,6,6,2,Gd,Attchd,1954.0,Fin,2,527,TA,TA,3,0,63,0,0,144,0,,,,0,7,2007,WD ,17.836718388952697,234092.0
421,2589,535325350,20,RL,80.0,13600,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,TA,1,Rec,144,BLQ,912,0,1056,GasA,4,Y,SBrkr,1056,0,0,1056,1,0,1,1,3,1,3,6,8,0,,Attchd,1955.0,Fin,1,300,TA,TA,3,0,0,0,0,0,0,,MnPrv,Shed,650,11,2006,WD ,16.914664771743467,123544.0
422,1946,535355020,70,RL,113.0,21281,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,4,1935,2007,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,BrkTil,3,Fa,1,Unf,0,Unf,0,666,666,GasA,4,Y,SBrkr,1308,1778,0,3086,0,0,3,1,4,1,4,9,7,0,,BuiltIn,2007.0,Unf,3,1200,TA,TA,3,0,208,290,0,156,0,,,,0,11,2007,WD ,17.68249884993847,210360.0
423,1334,903225160,70,RM,59.0,5870,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,3,TA,1,Unf,0,Unf,0,554,554,GasA,5,Y,SBrkr,736,554,0,1290,0,0,1,1,3,1,3,6,8,0,,Detchd,1926.0,Unf,1,200,Fa,TA,3,38,112,0,0,0,0,,MnPrv,Shed,400,4,2008,WD ,17.12789392372599,143222.0
424,2781,907196020,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,8,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,3,468,81,0,0,0,0,,,,0,1,2006,WD ,17.67840259778941,209763.0
425,431,528108140,20,RL,94.0,12220,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,5,TA,1,GLQ,1436,Unf,0,570,2006,GasA,5,Y,SBrkr,2020,0,0,2020,1,0,2,1,3,1,5,9,8,1,Gd,Attchd,2009.0,Fin,3,900,TA,TA,3,156,54,0,0,0,0,,,,0,9,2009,New,18.595081127425686,395984.0
426,576,533253070,120,RL,61.0,3782,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,4,TA,4,GLQ,960,Unf,0,266,1226,GasA,3,Y,SBrkr,1226,0,0,1226,1,0,1,0,1,1,4,4,8,2,TA,Attchd,1981.0,Fin,2,484,TA,TA,3,133,78,0,0,0,0,,,,0,9,2009,WD ,17.556438884289275,192759.0
427,1474,907405140,60,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,4,TA,1,GLQ,706,Unf,0,150,856,GasA,5,Y,SBrkr,856,854,0,1710,1,0,2,1,3,1,4,8,8,0,,Attchd,2003.0,RFn,2,548,TA,TA,3,0,61,0,0,0,0,,,,0,2,2008,WD ,17.66428380419251,207720.0
428,2254,914478020,80,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,1975,Gable,CompShg,Plywood,Plywood,Stone,50.0,TA,TA,CBlock,3,TA,3,Rec,224,GLQ,530,98,852,GasA,3,Y,SBrkr,918,0,0,918,0,1,1,0,3,0,3,4,8,0,,Attchd,1975.0,Unf,1,360,TA,TA,3,192,84,0,0,0,0,,,,0,3,2007,WD ,17.04717605989411,135429.0
429,2155,907280100,20,RL,90.0,11248,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,4,TA,3,GLQ,1059,Unf,0,567,1626,GasA,5,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,4,7,8,1,TA,Attchd,2002.0,Fin,3,702,TA,TA,3,257,45,0,0,0,0,,,,0,7,2007,WD ,18.158172587556155,292519.0
430,885,908102050,20,RL,67.0,8777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,0,,0,,0,,0,0,0,GasA,5,Y,SBrkr,1126,0,0,1126,0,0,2,0,2,1,4,5,8,0,,Detchd,2002.0,Fin,2,520,TA,TA,1,0,96,0,0,0,0,,MnPrv,,0,5,2009,WD ,16.402441426113405,86622.0
431,643,535303110,20,RL,53.0,8128,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,3,TA,1,ALQ,490,Unf,0,572,1062,GasA,4,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,6,8,0,,Attchd,1954.0,Unf,1,297,TA,TA,3,0,0,0,0,0,0,,,,0,2,2009,WD ,17.089783344902408,139488.0
432,1944,535354050,45,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,TA,1,ALQ,220,Unf,0,625,845,GasA,3,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,4,4,8,0,,Detchd,1985.0,Unf,2,576,TA,TA,3,0,0,0,0,0,0,,,,0,5,2007,WD ,16.952759379821263,126850.0
433,480,528240150,60,RL,61.0,10125,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,2,Unf,0,Unf,0,846,846,GasA,5,Y,SBrkr,846,748,0,1594,0,0,2,1,3,1,4,7,8,1,Gd,Attchd,2004.0,Fin,2,434,TA,TA,3,300,48,0,0,0,0,,MnPrv,,0,7,2009,WD ,17.525305414701094,188644.0
434,2845,909103020,50,RL,76.0,11388,Pave,,Reg,Low,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1910,1993,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,616,616,GasA,3,N,SBrkr,1055,218,0,1273,0,0,1,0,3,1,4,5,6,0,,Detchd,1910.0,Unf,1,275,TA,Fa,1,212,0,0,0,0,0,,,,0,9,2006,WD ,16.630471290393583,101454.0
435,2387,528118010,60,RL,101.0,14215,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,5,TA,3,Unf,0,Unf,0,1158,1158,GasA,5,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,4,9,8,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,3,240,154,0,0,0,0,,,,0,11,2006,New,18.280269555138407,318353.0
436,2407,528181040,120,RL,40.0,6792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,1368,1368,GasA,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,3,132,35,0,0,0,0,,,,0,3,2006,New,17.65478354779175,206357.0
437,2527,534127270,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,3,TA,1,ALQ,404,Unf,0,304,708,GasA,4,Y,SBrkr,708,708,0,1416,0,0,2,1,3,1,3,7,8,1,TA,Attchd,1968.0,RFn,2,776,TA,TA,3,0,169,0,0,119,0,,,,0,5,2006,WD ,17.2499980977068,155872.0
438,2514,533223110,160,FV,,4447,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,530,530,GasA,5,Y,SBrkr,530,550,0,1080,0,0,2,1,2,1,4,4,8,0,,Attchd,2003.0,RFn,2,496,TA,TA,3,0,50,0,0,0,0,,,,0,7,2006,WD ,17.154796237625433,145918.0
439,629,535126100,20,RL,120.0,13560,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,2,Fa,1,Unf,0,Unf,0,1392,1392,GasA,4,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,3,2,TA,Attchd,1968.0,RFn,2,576,TA,TA,3,0,0,240,0,0,0,,,,0,7,2009,WD ,16.7590349899921,110910.0
440,80,531452180,60,RL,,9453,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,4,TA,1,BLQ,402,Unf,0,594,996,GasA,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,,Attchd,1993.0,RFn,2,457,TA,TA,3,370,70,0,238,0,0,,,,0,2,2010,WD ,17.762080586405336,222290.0
441,1876,534202030,20,RL,,10355,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,3,TA,1,BLQ,695,Unf,0,519,1214,GasA,3,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,3,5,8,1,Fa,Attchd,1967.0,RFn,1,318,TA,TA,3,0,111,0,0,0,0,,,,0,7,2007,WD ,16.997495101702246,130845.0
442,1546,910201130,50,RM,60.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,2,TA,1,Unf,0,Unf,0,720,720,GasA,4,Y,SBrkr,760,330,0,1090,0,0,1,0,3,1,3,5,8,0,,Detchd,1940.0,Unf,1,240,TA,TA,3,0,0,0,0,0,0,,,,0,7,2008,WD ,16.92412470426996,124357.0
443,2518,533252020,20,RL,,11250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,4,TA,1,ALQ,767,Unf,0,441,1208,GasA,3,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,8,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,3,198,42,0,0,0,0,,,,0,6,2006,WD ,17.36236807808506,168498.0
444,2347,527328010,85,RL,,10464,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,6,1980,1980,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,4,TA,3,GLQ,850,Unf,0,138,988,GasA,3,Y,SBrkr,1102,0,0,1102,1,0,1,0,2,1,3,5,8,1,TA,Attchd,1980.0,RFn,2,582,TA,TA,3,140,22,0,0,0,0,,,,0,6,2006,WD ,17.34363802338154,166324.0
445,783,905325020,20,RL,65.0,25095,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,TA,4,GLQ,1324,Unf,0,113,1437,GasA,5,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,5,5,8,2,Gd,Attchd,1968.0,Unf,1,452,TA,TA,3,0,48,0,0,60,0,,,,0,6,2009,WD ,17.76681935023438,223021.0
446,1322,902402260,70,RM,60.0,11340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,2,Fa,1,Unf,0,Unf,0,723,723,GasA,3,N,SBrkr,723,363,0,1086,0,0,1,0,2,1,3,5,4,0,,Detchd,1920.0,Unf,2,400,Fa,Po,1,0,24,144,0,0,0,,,,0,11,2008,ConLD,15.59065728588113,49346.0
447,194,903225150,30,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,3,TA,1,Rec,188,Unf,0,577,765,GasA,3,N,FuseF,765,0,0,765,1,0,1,0,2,1,4,4,8,0,,Detchd,1926.0,Unf,1,200,Fa,TA,2,135,0,41,0,0,0,,MnPrv,,0,4,2010,WD ,16.385099055546068,85587.0
448,1770,528354110,60,RL,95.0,11787,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,4,TA,1,GLQ,719,Unf,0,660,1379,GasA,5,Y,SBrkr,1383,1015,0,2398,1,0,2,1,3,1,4,8,8,1,TA,Attchd,1996.0,Fin,3,834,TA,TA,3,239,60,0,0,0,0,,,,0,8,2007,WD ,18.0168707724536,265227.0
449,2143,907227060,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,TA,1,ALQ,671,Unf,0,193,864,GasA,4,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,5,5,8,0,,Detchd,1977.0,Fin,2,576,Gd,Ex,3,155,0,0,0,0,0,,,,0,9,2007,WD ,16.87308897921717,120034.0
450,1229,535103050,60,RL,,13700,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,3,TA,4,ALQ,454,Unf,0,410,864,GasA,3,Y,SBrkr,902,918,0,1820,0,0,1,2,4,1,4,8,8,2,Gd,Attchd,1965.0,Unf,2,492,TA,TA,3,60,84,0,0,273,0,,GdPrv,,0,5,2008,WD ,17.72996849938383,217396.0
451,511,528435050,20,RL,85.0,10130,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,260.0,Gd,TA,PConc,4,TA,3,GLQ,1294,Unf,0,408,1702,GasA,5,Y,SBrkr,1702,0,0,1702,1,0,2,0,3,1,4,7,8,1,Gd,Attchd,2007.0,RFn,3,844,TA,TA,3,0,69,0,0,0,0,,,,0,3,2009,WD ,18.09575128717679,280133.0
452,46,528175010,120,RL,44.0,6371,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,4,TA,2,GLQ,733,Unf,0,625,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,Gd,Attchd,2010.0,RFn,2,484,TA,TA,3,192,35,0,0,0,0,,,,0,6,2010,New,17.809845713740458,229772.0
453,1348,903234100,50,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,Wd Shng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,952,952,GasA,4,Y,FuseF,1022,752,0,1774,0,0,2,0,2,2,3,8,7,2,TA,Detchd,1931.0,Unf,2,468,Fa,TA,3,90,0,205,0,0,0,,,,0,4,2008,WD ,17.183261872597825,148825.0
454,2465,528480100,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,Unf,0,Unf,0,756,756,GasA,5,Y,SBrkr,756,797,0,1553,0,0,2,1,3,1,4,6,8,0,,Attchd,2005.0,RFn,2,615,TA,TA,3,0,45,0,0,0,0,,,,0,3,2006,New,17.560899509258224,193356.0
455,387,527368010,60,FV,,8470,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,GLQ,225,ALQ,276,471,972,GasA,5,Y,SBrkr,972,839,0,1811,0,0,2,1,3,1,4,7,8,1,Gd,Attchd,2002.0,RFn,2,565,TA,TA,3,225,48,0,0,0,0,,,,0,10,2009,WD ,17.726117449202906,216817.0
456,873,907280170,20,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,4,TA,3,GLQ,1111,Unf,0,306,1417,GasA,5,Y,SBrkr,1417,0,0,1417,1,0,2,0,3,1,4,7,8,1,TA,Attchd,1997.0,Unf,2,511,TA,TA,3,60,0,0,0,117,0,,,,0,8,2009,WD ,17.78312284952192,225555.0
457,1918,535151100,20,RL,65.0,6860,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54.0,TA,TA,CBlock,3,TA,1,GLQ,908,Unf,0,100,1008,GasA,5,Y,SBrkr,1008,0,0,1008,1,0,1,0,3,1,2,6,8,0,,Detchd,1964.0,Unf,1,308,TA,TA,3,0,0,0,0,0,0,,,,0,12,2007,WD ,16.931861706690206,125025.0
